Ave,Codigo,Especie
1599,5,Marreco
1600,2,Frango
1601,2,Frango
1602,4,Ganso
1603,3,Peru
1604,3,Peru
1605,2,Frango
1606,3,Peru
1607,5,Marreco
1608,3,Peru
1609,3,Peru
1610,1,Pato
1611,4,Ganso
1612,2,Frango
1613,4,Ganso
1614,5,Marreco
1615,3,Peru
1616,5,Marreco
1617,1,Pato
1618,1,Pato
1619,4,Ganso
1620,5,Marreco
1621,3,Peru
1622,3,Peru
1623,5,Marreco
1624,3,Peru
1625,4,Ganso
1626,1,Pato
1627,3,Peru
1628,3,Peru
1629,3,Peru
1630,1,Pato
1631,3,Peru
1632,4,Ganso
1633,4,Ganso
1634,2,Frango
1635,2,Frango
1636,3,Peru
1637,2,Frango
1638,4,Ganso
1639,1,Pato
1640,3,Peru
1641,3,Peru
1642,3,Peru
1643,2,Frango
1644,5,Marreco
1645,5,Marreco
1646,1,Pato
1647,3,Peru
1648,2,Frango
1649,5,Marreco
1650,5,Marreco
1651,3,Peru
1652,4,Ganso
1653,1,Pato
1654,1,Pato
1655,5,Marreco
1656,1,Pato
1657,2,Frango
1658,5,Marreco
1659,3,Peru
1660,3,Peru
1661,4,Ganso
1662,1,Pato
1663,2,Frango
1664,5,Marreco
1665,3,Peru
1666,1,Pato
1667,5,Marreco
1668,5,Marreco
1669,5,Marreco
1670,5,Marreco
1671,1,Pato
1672,5,Marreco
1673,1,Pato
1674,3,Peru
1675,4,Ganso
1676,4,Ganso
1677,4,Ganso
1678,4,Ganso
1679,5,Marreco
1680,3,Peru
1681,3,Peru
1682,5,Marreco
1683,4,Ganso
1684,2,Frango
1685,2,Frango
1686,2,Frango
1687,5,Marreco
1688,3,Peru
1689,3,Peru
1690,1,Pato
1691,5,Marreco
1692,3,Peru
1693,5,Marreco
1694,2,Frango
1695,4,Ganso
1696,2,Frango
1697,4,Ganso
1698,5,Marreco
1699,3,Peru
1700,3,Peru
1701,3,Peru
1702,5,Marreco
1703,5,Marreco
1704,2,Frango
1705,3,Peru
1706,4,Ganso
1707,5,Marreco
1708,4,Ganso
1709,4,Ganso
1710,3,Peru
1711,4,Ganso
1712,2,Frango
1713,3,Peru
1714,4,Ganso
1715,4,Ganso
1716,2,Frango
1717,5,Marreco
1718,2,Frango
1719,4,Ganso
1720,5,Marreco
1721,5,Marreco
1722,3,Peru
1723,1,Pato
1724,2,Frango
1725,4,Ganso
1726,4,Ganso
1727,2,Frango
1728,1,Pato
1729,1,Pato
1730,1,Pato
1731,1,Pato
1732,3,Peru
1733,2,Frango
1734,3,Peru
1735,5,Marreco
1736,4,Ganso
1737,4,Ganso
1738,2,Frango
1739,2,Frango
1740,4,Ganso
1741,1,Pato
1742,3,Peru
1743,1,Pato
1744,5,Marreco
1745,5,Marreco
1746,3,Peru
1747,1,Pato
1748,4,Ganso
1749,4,Ganso
1750,1,Pato
1751,4,Ganso
1752,5,Marreco
1753,2,Frango
1754,4,Ganso
1755,5,Marreco
1756,3,Peru
1757,5,Marreco
1758,3,Peru
1759,3,Peru
1760,4,Ganso
1761,5,Marreco
1762,1,Pato
1763,2,Frango
1764,4,Ganso
1765,5,Marreco
1766,5,Marreco
1767,5,Marreco
1768,5,Marreco
1769,5,Marreco
1770,3,Peru
1771,1,Pato
1772,4,Ganso
1773,4,Ganso
1774,2,Frango
1775,2,Frango
1776,4,Ganso
1777,3,Peru
1778,2,Frango
1779,4,Ganso
1780,3,Peru
1781,4,Ganso
1782,2,Frango
1783,3,Peru
1784,3,Peru
1785,2,Frango
1786,5,Marreco
1787,5,Marreco
1788,4,Ganso
1789,1,Pato
1790,5,Marreco
1791,5,Marreco
1792,3,Peru
1793,3,Peru
1794,1,Pato
1795,5,Marreco
1796,4,Ganso
1797,1,Pato
1798,5,Marreco
1799,2,Frango
1800,2,Frango
1801,3,Peru
1802,3,Peru
1803,4,Ganso
1804,5,Marreco
1805,1,Pato
1806,4,Ganso
1807,4,Ganso
1808,3,Peru
1809,3,Peru
1810,3,Peru
1811,1,Pato
1812,5,Marreco
1813,5,Marreco
1814,2,Frango
1815,4,Ganso
1816,5,Marreco
1817,1,Pato
1818,3,Peru
1819,5,Marreco
1820,1,Pato
1821,1,Pato
1822,4,Ganso
1823,2,Frango
1824,1,Pato
1825,1,Pato
1826,4,Ganso
1827,1,Pato
1828,1,Pato
1829,1,Pato
1830,3,Peru
1831,1,Pato
1832,2,Frango
1833,5,Marreco
1834,1,Pato
1835,1,Pato
1836,3,Peru
1837,2,Frango
1838,5,Marreco
1839,1,Pato
1840,3,Peru
1841,1,Pato
1842,5,Marreco
1843,2,Frango
1844,1,Pato
1845,5,Marreco
1846,2,Frango
1847,3,Peru
1848,3,Peru
1849,1,Pato
1850,4,Ganso
1851,2,Frango
1852,5,Marreco
1853,2,Frango
1854,3,Peru
1855,1,Pato
1856,4,Ganso
1857,4,Ganso
1858,5,Marreco
1859,3,Peru
1860,4,Ganso
1861,1,Pato
1862,2,Frango
1863,3,Peru
1864,1,Pato
1865,5,Marreco
1866,5,Marreco
1867,5,Marreco
1868,5,Marreco
1869,3,Peru
1870,1,Pato
1871,4,Ganso
1872,5,Marreco
1873,1,Pato
1874,5,Marreco
1875,5,Marreco
1876,3,Peru
1877,5,Marreco
1878,2,Frango
1879,2,Frango
1880,3,Peru
1881,5,Marreco
1882,4,Ganso
1883,5,Marreco
1884,3,Peru
1885,2,Frango
1886,5,Marreco
1887,1,Pato
1888,3,Peru
1889,4,Ganso
1890,4,Ganso
1891,3,Peru
1892,3,Peru
1893,4,Ganso
1894,4,Ganso
1895,2,Frango
1896,4,Ganso
1897,1,Pato
1898,4,Ganso
1899,4,Ganso
1900,1,Pato
1901,3,Peru
1902,2,Frango
1903,1,Pato
1904,5,Marreco
1905,5,Marreco
1906,4,Ganso
1907,5,Marreco
1908,4,Ganso
1909,3,Peru
1910,2,Frango
1911,5,Marreco
1912,1,Pato
1913,5,Marreco
1914,2,Frango
1915,4,Ganso
1916,4,Ganso
1917,1,Pato
1918,3,Peru
1919,3,Peru
1920,2,Frango
1921,2,Frango
1922,2,Frango
1923,2,Frango
1924,3,Peru
1925,2,Frango
1926,2,Frango
1927,3,Peru
1928,5,Marreco
1929,2,Frango
1930,5,Marreco
1931,4,Ganso
1932,1,Pato
1933,3,Peru
1934,3,Peru
1935,2,Frango
1936,1,Pato
1937,4,Ganso
1938,4,Ganso
1939,3,Peru
1940,2,Frango
1941,2,Frango
1942,2,Frango
1943,4,Ganso
1944,3,Peru
1945,3,Peru
1946,2,Frango
1947,5,Marreco
1948,3,Peru
1949,2,Frango
1950,1,Pato
1951,5,Marreco
1952,3,Peru
1953,1,Pato
1954,3,Peru
1955,3,Peru
1956,1,Pato
1957,3,Peru
1958,4,Ganso
1959,3,Peru
1960,3,Peru
1961,4,Ganso
1962,1,Pato
1963,1,Pato
1964,5,Marreco
1965,1,Pato
1966,1,Pato
1967,4,Ganso
1968,4,Ganso
1969,3,Peru
1970,2,Frango
1971,2,Frango
1972,3,Peru
1973,5,Marreco
1974,4,Ganso
1975,4,Ganso
1976,3,Peru
1977,4,Ganso
1978,1,Pato
1979,3,Peru
1980,4,Ganso
1981,4,Ganso
1982,2,Frango
1983,3,Peru
1984,4,Ganso
1985,3,Peru
1986,1,Pato
1987,1,Pato
1988,5,Marreco
1989,5,Marreco
1990,3,Peru
1991,2,Frango
1992,5,Marreco
1993,5,Marreco
1994,1,Pato
1995,4,Ganso
1996,3,Peru
1997,1,Pato
1998,2,Frango
1999,4,Ganso
2000,2,Frango
2001,5,Marreco
2002,3,Peru
2003,2,Frango
2004,5,Marreco
2005,2,Frango
2006,5,Marreco
2007,4,Ganso
2008,4,Ganso
2009,4,Ganso
2010,2,Frango
2011,5,Marreco
2012,2,Frango
2013,5,Marreco
2014,1,Pato
2015,1,Pato
2016,4,Ganso
2017,5,Marreco
2018,4,Ganso
2019,3,Peru
2020,4,Ganso
2021,5,Marreco
2022,3,Peru
2023,3,Peru
2024,2,Frango
2025,4,Ganso
2026,4,Ganso
2027,2,Frango
2028,3,Peru
2029,3,Peru
2030,4,Ganso
2031,4,Ganso
2032,2,Frango
2033,1,Pato
2034,1,Pato
2035,1,Pato
2036,1,Pato
2037,3,Peru
2038,3,Peru
2039,1,Pato
2040,1,Pato
2041,5,Marreco
2042,3,Peru
2043,3,Peru
2044,4,Ganso
2045,1,Pato
2046,1,Pato
2047,4,Ganso
2048,1,Pato
2049,5,Marreco
2050,3,Peru
2051,3,Peru
2052,5,Marreco
2053,4,Ganso
2054,1,Pato
2055,1,Pato
2056,3,Peru
2057,3,Peru
2058,3,Peru
2059,5,Marreco
2060,3,Peru
2061,2,Frango
2062,1,Pato
2063,5,Marreco
2064,3,Peru
2065,3,Peru
2066,4,Ganso
2067,2,Frango
2068,5,Marreco
2069,1,Pato
2070,4,Ganso
2071,4,Ganso
2072,1,Pato
2073,2,Frango
2074,1,Pato
2075,4,Ganso
2076,4,Ganso
2077,5,Marreco
2078,2,Frango
2079,3,Peru
2080,4,Ganso
2081,4,Ganso
2082,3,Peru
2083,1,Pato
2084,1,Pato
2085,2,Frango
2086,1,Pato
2087,5,Marreco
2088,2,Frango
2089,3,Peru
2090,3,Peru
2091,4,Ganso
2092,3,Peru
2093,2,Frango
2094,4,Ganso
2095,5,Marreco
2096,4,Ganso
2097,4,Ganso
2098,5,Marreco
2099,2,Frango
2100,5,Marreco
2101,1,Pato
2102,5,Marreco
2103,2,Frango
2104,5,Marreco
2105,4,Ganso
2106,1,Pato
2107,3,Peru
2108,4,Ganso
2109,2,Frango
2110,5,Marreco
2111,2,Frango
2112,3,Peru
2113,3,Peru
2114,4,Ganso
2115,2,Frango
2116,5,Marreco
2117,2,Frango
2118,5,Marreco
2119,4,Ganso
2120,4,Ganso
2121,2,Frango
2122,2,Frango
2123,5,Marreco
2124,1,Pato
2125,4,Ganso
2126,5,Marreco
2127,4,Ganso
2128,3,Peru
2129,3,Peru
2130,5,Marreco
2131,1,Pato
2132,3,Peru
2133,1,Pato
2134,5,Marreco
2135,1,Pato
2136,5,Marreco
2137,3,Peru
2138,4,Ganso
2139,1,Pato
2140,3,Peru
2141,2,Frango
2142,1,Pato
2143,3,Peru
2144,2,Frango
2145,2,Frango
2146,1,Pato
2147,2,Frango
2148,2,Frango
2149,4,Ganso
2150,2,Frango
2151,3,Peru
2152,2,Frango
2153,5,Marreco
2154,1,Pato
2155,3,Peru
2156,4,Ganso
2157,4,Ganso
2158,2,Frango
2159,4,Ganso
2160,3,Peru
2161,1,Pato
2162,3,Peru
2163,5,Marreco
2164,3,Peru
2165,3,Peru
2166,1,Pato
2167,3,Peru
2168,4,Ganso
2169,1,Pato
2170,2,Frango
2171,4,Ganso
2172,3,Peru
2173,5,Marreco
2174,4,Ganso
2175,3,Peru
2176,3,Peru
2177,1,Pato
2178,5,Marreco
2179,1,Pato
2180,4,Ganso
2181,5,Marreco
2182,1,Pato
2183,2,Frango
2184,5,Marreco
2185,2,Frango
2186,4,Ganso
2187,2,Frango
2188,5,Marreco
2189,2,Frango
2190,4,Ganso
2191,3,Peru
2192,4,Ganso
2193,1,Pato
2194,1,Pato
2195,5,Marreco
2196,2,Frango
2197,4,Ganso
2198,1,Pato
2199,2,Frango
2200,1,Pato
2201,5,Marreco
2202,1,Pato
2203,1,Pato
2204,3,Peru
2205,3,Peru
2206,1,Pato
2207,2,Frango
2208,4,Ganso
2209,4,Ganso
2210,1,Pato
2211,1,Pato
2212,3,Peru
2213,3,Peru
2214,4,Ganso
2215,1,Pato
2216,3,Peru
2217,2,Frango
2218,5,Marreco
2219,1,Pato
2220,2,Frango
2221,1,Pato
2222,4,Ganso
2223,3,Peru
2224,4,Ganso
2225,3,Peru
2226,2,Frango
2227,1,Pato
2228,1,Pato
2229,1,Pato
2230,5,Marreco
2231,3,Peru
2232,5,Marreco
2233,1,Pato
2234,5,Marreco
2235,1,Pato
2236,2,Frango
2237,1,Pato
2238,2,Frango
2239,2,Frango
2240,3,Peru
2241,2,Frango
2242,1,Pato
2243,3,Peru
2244,4,Ganso
2245,5,Marreco
2246,3,Peru
2247,1,Pato
2248,1,Pato
2249,3,Peru
2250,1,Pato
2251,4,Ganso
2252,1,Pato
2253,5,Marreco
2254,5,Marreco
2255,5,Marreco
2256,2,Frango
2257,2,Frango
2258,4,Ganso
2259,3,Peru
2260,2,Frango
2261,5,Marreco
2262,3,Peru
2263,3,Peru
2264,2,Frango
2265,2,Frango
2266,1,Pato
2267,3,Peru
2268,5,Marreco
2269,1,Pato
2270,4,Ganso
2271,1,Pato
2272,2,Frango
2273,4,Ganso
2274,4,Ganso
2275,4,Ganso
2276,1,Pato
2277,4,Ganso
2278,1,Pato
2279,3,Peru
2280,5,Marreco
2281,3,Peru
2282,5,Marreco
2283,5,Marreco
2284,4,Ganso
2285,2,Frango
2286,3,Peru
2287,2,Frango
2288,1,Pato
2289,2,Frango
2290,2,Frango
2291,1,Pato
2292,1,Pato
2293,1,Pato
2294,1,Pato
2295,1,Pato
2296,4,Ganso
2297,4,Ganso
2298,3,Peru
2299,3,Peru
2300,2,Frango
2301,2,Frango
2302,2,Frango
2303,1,Pato
2304,4,Ganso
2305,4,Ganso
2306,5,Marreco
2307,2,Frango
2308,1,Pato
2309,1,Pato
2310,1,Pato
2311,4,Ganso
2312,1,Pato
2313,5,Marreco
2314,1,Pato
2315,2,Frango
2316,2,Frango
2317,5,Marreco
2318,3,Peru
2319,5,Marreco
2320,3,Peru
2321,1,Pato
2322,5,Marreco
2323,3,Peru
2324,5,Marreco
2325,3,Peru
2326,4,Ganso
2327,1,Pato
2328,4,Ganso
2329,4,Ganso
2330,2,Frango
2331,2,Frango
2332,1,Pato
2333,4,Ganso
2334,1,Pato
2335,5,Marreco
2336,5,Marreco
2337,1,Pato
2338,4,Ganso
2339,5,Marreco
2340,1,Pato
2341,3,Peru
2342,5,Marreco
2343,1,Pato
2344,5,Marreco
2345,5,Marreco
2346,2,Frango
2347,1,Pato
2348,1,Pato
2349,5,Marreco
2350,1,Pato
2351,1,Pato
2352,1,Pato
2353,5,Marreco
2354,4,Ganso
2355,4,Ganso
2356,3,Peru
2357,4,Ganso
2358,3,Peru
2359,1,Pato
2360,4,Ganso
2361,1,Pato
2362,3,Peru
2363,5,Marreco
2364,2,Frango
2365,3,Peru
2366,1,Pato
2367,3,Peru
2368,1,Pato
2369,3,Peru
2370,2,Frango
2371,2,Frango
2372,3,Peru
2373,2,Frango
2374,4,Ganso
2375,5,Marreco
2376,4,Ganso
2377,2,Frango
2378,1,Pato
2379,2,Frango
2380,5,Marreco
2381,4,Ganso
2382,1,Pato
2383,1,Pato
2384,4,Ganso
2385,3,Peru
2386,2,Frango
2387,2,Frango
2388,5,Marreco
2389,1,Pato
2390,1,Pato
2391,5,Marreco
2392,2,Frango
2393,2,Frango
2394,2,Frango
2395,1,Pato
2396,2,Frango
2397,5,Marreco
2398,4,Ganso
2399,5,Marreco
2400,2,Frango
2401,3,Peru
2402,5,Marreco
2403,3,Peru
2404,3,Peru
2405,1,Pato
2406,3,Peru
2407,2,Frango
2408,4,Ganso
2409,1,Pato
2410,2,Frango
2411,3,Peru
2412,3,Peru
2413,3,Peru
2414,1,Pato
2415,1,Pato
2416,3,Peru
2417,4,Ganso
2418,1,Pato
2419,4,Ganso
2420,2,Frango
2421,5,Marreco
2422,1,Pato
2423,2,Frango
2424,5,Marreco
2425,2,Frango
2426,1,Pato
2427,5,Marreco
2428,3,Peru
2429,5,Marreco
2430,1,Pato
2431,4,Ganso
2432,1,Pato
2433,4,Ganso
2434,2,Frango
2435,4,Ganso
2436,4,Ganso
2437,4,Ganso
2438,3,Peru
2439,4,Ganso
2440,5,Marreco
2441,5,Marreco
2442,4,Ganso
2443,4,Ganso
2444,2,Frango
2445,2,Frango
2446,3,Peru
2447,5,Marreco
2448,5,Marreco
2449,5,Marreco
2450,5,Marreco
2451,5,Marreco
2452,4,Ganso
2453,5,Marreco
2454,4,Ganso
2455,2,Frango
2456,3,Peru
2457,2,Frango
2458,4,Ganso
2459,3,Peru
2460,4,Ganso
2461,2,Frango
2462,4,Ganso
2463,3,Peru
2464,2,Frango
2465,1,Pato
2466,5,Marreco
2467,1,Pato
2468,2,Frango
2469,3,Peru
2470,4,Ganso
2471,4,Ganso
2472,5,Marreco
2473,1,Pato
2474,5,Marreco
2475,4,Ganso
2476,3,Peru
2477,2,Frango
2478,2,Frango
2479,5,Marreco
2480,2,Frango
2481,4,Ganso
2482,3,Peru
2483,2,Frango
2484,3,Peru
2485,5,Marreco
2486,5,Marreco
2487,3,Peru
2488,2,Frango
2489,3,Peru
2490,2,Frango
2491,2,Frango
2492,1,Pato
2493,5,Marreco
2494,3,Peru
2495,1,Pato
2496,3,Peru
2497,3,Peru
2498,1,Pato
2499,3,Peru
2500,4,Ganso
2501,2,Frango
2502,4,Ganso
2503,5,Marreco
2504,1,Pato
2505,5,Marreco
2506,1,Pato
2507,5,Marreco
2508,3,Peru
2509,2,Frango
2510,1,Pato
2511,3,Peru
2512,3,Peru
2513,5,Marreco
2514,1,Pato
2515,3,Peru
2516,1,Pato
2517,3,Peru
2518,3,Peru
2519,3,Peru
2520,4,Ganso
2521,2,Frango
2522,5,Marreco
2523,1,Pato
2524,4,Ganso
2525,5,Marreco
2526,5,Marreco
2527,3,Peru
2528,2,Frango
2529,4,Ganso
2530,4,Ganso
2531,4,Ganso
2532,5,Marreco
2533,1,Pato
2534,4,Ganso
2535,3,Peru
2536,5,Marreco
2537,4,Ganso
2538,1,Pato
2539,5,Marreco
2540,3,Peru
2541,5,Marreco
2542,1,Pato
2543,4,Ganso
2544,3,Peru
2545,4,Ganso
2546,5,Marreco
2547,5,Marreco
2548,2,Frango
2549,2,Frango
2550,2,Frango
2551,1,Pato
2552,1,Pato
2553,3,Peru
2554,4,Ganso
2555,4,Ganso
2556,1,Pato
2557,4,Ganso
2558,4,Ganso
2559,2,Frango
2560,2,Frango
2561,1,Pato
2562,1,Pato
2563,5,Marreco
2564,1,Pato
2565,5,Marreco
2566,2,Frango
2567,1,Pato
2568,4,Ganso
2569,2,Frango
2570,4,Ganso
2571,1,Pato
2572,2,Frango
2573,2,Frango
2574,4,Ganso
2575,5,Marreco
2576,5,Marreco
2577,1,Pato
2578,5,Marreco
2579,1,Pato
2580,1,Pato
2581,4,Ganso
2582,1,Pato
2583,2,Frango
2584,4,Ganso
2585,4,Ganso
2586,4,Ganso
2587,5,Marreco
2588,2,Frango
2589,5,Marreco
2590,3,Peru
2591,2,Frango
2592,2,Frango
2593,1,Pato
2594,1,Pato
2595,5,Marreco
2596,4,Ganso
2597,3,Peru
2598,4,Ganso
2599,1,Pato
2600,3,Peru
2601,5,Marreco
2602,2,Frango
2603,3,Peru
2604,3,Peru
2605,5,Marreco
2606,4,Ganso
2607,1,Pato
2608,5,Marreco
2609,2,Frango
2610,4,Ganso
2611,3,Peru
2612,3,Peru
2613,1,Pato
2614,5,Marreco
2615,3,Peru
2616,5,Marreco
2617,4,Ganso
2618,3,Peru
2619,2,Frango
2620,4,Ganso
2621,4,Ganso
2622,4,Ganso
2623,5,Marreco
2624,4,Ganso
2625,3,Peru
2626,1,Pato
2627,2,Frango
2628,1,Pato
2629,5,Marreco
2630,5,Marreco
2631,3,Peru
2632,1,Pato
2633,2,Frango
2634,4,Ganso
2635,3,Peru
2636,3,Peru
2637,3,Peru
2638,3,Peru
2639,4,Ganso
2640,3,Peru
2641,3,Peru
2642,4,Ganso
2643,1,Pato
2644,3,Peru
2645,2,Frango
2646,5,Marreco
2647,3,Peru
2648,4,Ganso
2649,3,Peru
2650,5,Marreco
2651,2,Frango
2652,3,Peru
2653,2,Frango
2654,4,Ganso
2655,3,Peru
2656,4,Ganso
2657,4,Ganso
2658,1,Pato
2659,3,Peru
2660,4,Ganso
2661,2,Frango
2662,4,Ganso
2663,2,Frango
2664,2,Frango
2665,5,Marreco
2666,2,Frango
2667,2,Frango
2668,1,Pato
2669,3,Peru
2670,3,Peru
2671,1,Pato
2672,3,Peru
2673,2,Frango
2674,3,Peru
2675,5,Marreco
2676,5,Marreco
2677,3,Peru
2678,1,Pato
2679,1,Pato
2680,2,Frango
2681,5,Marreco
2682,4,Ganso
2683,5,Marreco
2684,1,Pato
2685,3,Peru
2686,4,Ganso
2687,5,Marreco
2688,5,Marreco
2689,1,Pato
2690,2,Frango
2691,4,Ganso
2692,5,Marreco
2693,1,Pato
2694,2,Frango
2695,1,Pato
2696,1,Pato
2697,4,Ganso
2698,3,Peru
2699,3,Peru
2700,4,Ganso
2701,2,Frango
2702,3,Peru
2703,1,Pato
2704,1,Pato
2705,5,Marreco
2706,1,Pato
2707,4,Ganso
2708,4,Ganso
2709,1,Pato
2710,4,Ganso
2711,5,Marreco
2712,3,Peru
2713,4,Ganso
2714,5,Marreco
2715,5,Marreco
2716,5,Marreco
2717,2,Frango
2718,2,Frango
2719,3,Peru
2720,5,Marreco
2721,3,Peru
2722,3,Peru
2723,2,Frango
2724,5,Marreco
2725,3,Peru
2726,3,Peru
2727,5,Marreco
2728,5,Marreco
2729,4,Ganso
2730,1,Pato
2731,2,Frango
2732,5,Marreco
2733,3,Peru
2734,4,Ganso
2735,3,Peru
2736,3,Peru
2737,3,Peru
2738,3,Peru
2739,4,Ganso
2740,5,Marreco
2741,2,Frango
2742,5,Marreco
2743,2,Frango
2744,2,Frango
2745,3,Peru
2746,5,Marreco
2747,2,Frango
2748,2,Frango
2749,2,Frango
2750,4,Ganso
2751,5,Marreco
2752,2,Frango
2753,2,Frango
2754,3,Peru
2755,4,Ganso
2756,1,Pato
2757,5,Marreco
2758,3,Peru
2759,4,Ganso
2760,4,Ganso
2761,3,Peru
2762,2,Frango
2763,4,Ganso
2764,4,Ganso
2765,2,Frango
2766,4,Ganso
2767,1,Pato
2768,2,Frango
2769,5,Marreco
2770,4,Ganso
2771,3,Peru
2772,4,Ganso
2773,2,Frango
2774,5,Marreco
2775,3,Peru
2776,4,Ganso
2777,1,Pato
2778,1,Pato
2779,3,Peru
2780,4,Ganso
2781,4,Ganso
2782,2,Frango
2783,2,Frango
2784,2,Frango
2785,5,Marreco
2786,5,Marreco
2787,3,Peru
2788,2,Frango
2789,3,Peru
2790,1,Pato
2791,3,Peru
2792,1,Pato
2793,5,Marreco
2794,4,Ganso
2795,5,Marreco
2796,4,Ganso
2797,2,Frango
2798,3,Peru
2799,1,Pato
2800,2,Frango
2801,3,Peru
2802,4,Ganso
2803,1,Pato
2804,3,Peru
2805,4,Ganso
2806,3,Peru
2807,5,Marreco
2808,2,Frango
2809,2,Frango
2810,1,Pato
2811,5,Marreco
2812,5,Marreco
2813,5,Marreco
2814,2,Frango
2815,3,Peru
2816,2,Frango
2817,1,Pato
2818,3,Peru
2819,3,Peru
2820,5,Marreco
2821,1,Pato
2822,4,Ganso
2823,2,Frango
2824,2,Frango
2825,3,Peru
2826,2,Frango
2827,5,Marreco
2828,1,Pato
2829,1,Pato
2830,3,Peru
2831,2,Frango
2832,1,Pato
2833,3,Peru
2834,4,Ganso
2835,3,Peru
2836,2,Frango
2837,1,Pato
2838,5,Marreco
2839,3,Peru
2840,4,Ganso
2841,2,Frango
2842,3,Peru
2843,3,Peru
2844,3,Peru
2845,2,Frango
2846,1,Pato
2847,1,Pato
2848,1,Pato
2849,3,Peru
2850,4,Ganso
2851,4,Ganso
2852,2,Frango
2853,4,Ganso
2854,4,Ganso
2855,2,Frango
2856,1,Pato
2857,3,Peru
2858,5,Marreco
2859,4,Ganso
2860,1,Pato
2861,1,Pato
2862,3,Peru
2863,1,Pato
2864,2,Frango
2865,3,Peru
2866,1,Pato
2867,2,Frango
2868,3,Peru
2869,3,Peru
2870,2,Frango
2871,5,Marreco
2872,1,Pato
2873,4,Ganso
2874,2,Frango
2875,5,Marreco
2876,2,Frango
2877,1,Pato
2878,4,Ganso
2879,5,Marreco
2880,1,Pato
2881,2,Frango
2882,2,Frango
2883,4,Ganso
2884,3,Peru
2885,3,Peru
2886,1,Pato
2887,1,Pato
2888,4,Ganso
2889,3,Peru
2890,1,Pato
2891,3,Peru
2892,5,Marreco
2893,4,Ganso
2894,2,Frango
2895,1,Pato
2896,3,Peru
2897,4,Ganso
2898,2,Frango
2899,5,Marreco
2900,2,Frango
2901,3,Peru
2902,3,Peru
2903,5,Marreco
2904,5,Marreco
2905,4,Ganso
2906,3,Peru
2907,4,Ganso
2908,3,Peru
2909,5,Marreco
2910,2,Frango
2911,3,Peru
2912,5,Marreco
2913,5,Marreco
2914,5,Marreco
2915,5,Marreco
2916,1,Pato
2917,3,Peru
2918,1,Pato
2919,1,Pato
2920,5,Marreco
2921,1,Pato
2922,4,Ganso
2923,5,Marreco
2924,3,Peru
2925,3,Peru
2926,1,Pato
2927,5,Marreco
2928,3,Peru
2929,1,Pato
2930,3,Peru
2931,1,Pato
2932,5,Marreco
2933,2,Frango
2934,2,Frango
2935,1,Pato
2936,3,Peru
2937,1,Pato
2938,5,Marreco
2939,2,Frango
2940,1,Pato
2941,2,Frango
2942,3,Peru
2943,5,Marreco
2944,2,Frango
2945,1,Pato
2946,4,Ganso
2947,4,Ganso
2948,2,Frango
2949,4,Ganso
2950,5,Marreco
2951,1,Pato
2952,4,Ganso
2953,3,Peru
2954,5,Marreco
2955,5,Marreco
2956,2,Frango
2957,4,Ganso
2958,2,Frango
2959,1,Pato
2960,3,Peru
2961,1,Pato
2962,3,Peru
2963,3,Peru
2964,1,Pato
2965,1,Pato
2966,5,Marreco
2967,2,Frango
2968,3,Peru
2969,5,Marreco
2970,4,Ganso
2971,2,Frango
2972,5,Marreco
2973,1,Pato
2974,4,Ganso
2975,5,Marreco
2976,2,Frango
2977,2,Frango
2978,3,Peru
2979,5,Marreco
2980,4,Ganso
2981,5,Marreco
2982,2,Frango
2983,1,Pato
2984,1,Pato
2985,3,Peru
2986,5,Marreco
2987,3,Peru
2988,5,Marreco
2989,1,Pato
2990,3,Peru
2991,5,Marreco
2992,3,Peru
2993,1,Pato
2994,5,Marreco
2995,3,Peru
2996,2,Frango
2997,3,Peru
2998,3,Peru
2999,3,Peru
3000,2,Frango
3001,1,Pato
3002,4,Ganso
3003,3,Peru
3004,2,Frango
3005,4,Ganso
3006,5,Marreco
3007,1,Pato
3008,2,Frango
3009,3,Peru
3010,1,Pato
3011,4,Ganso
3012,3,Peru
3013,4,Ganso
3014,3,Peru
3015,1,Pato
3016,3,Peru
3017,4,Ganso
3018,3,Peru
3019,3,Peru
3020,4,Ganso
3021,3,Peru
3022,1,Pato
3023,1,Pato
3024,5,Marreco
3025,2,Frango
3026,1,Pato
3027,2,Frango
3028,4,Ganso
3029,2,Frango
3030,2,Frango
3031,4,Ganso
3032,3,Peru
3033,3,Peru
3034,3,Peru
3035,1,Pato
3036,2,Frango
3037,4,Ganso
3038,2,Frango
3039,1,Pato
3040,5,Marreco
3041,3,Peru
3042,4,Ganso
3043,1,Pato
3044,4,Ganso
3045,2,Frango
3046,5,Marreco
3047,3,Peru
3048,1,Pato
3049,1,Pato
3050,4,Ganso
3051,1,Pato
3052,2,Frango
3053,2,Frango
3054,5,Marreco
3055,5,Marreco
3056,1,Pato
3057,5,Marreco
3058,1,Pato
3059,4,Ganso
3060,4,Ganso
3061,4,Ganso
3062,3,Peru
3063,5,Marreco
3064,4,Ganso
3065,3,Peru
3066,4,Ganso
3067,1,Pato
3068,2,Frango
3069,2,Frango
3070,1,Pato
3071,1,Pato
3072,2,Frango
3073,4,Ganso
3074,1,Pato
3075,5,Marreco
3076,4,Ganso
3077,4,Ganso
3078,3,Peru
3079,4,Ganso
3080,5,Marreco
3081,4,Ganso
3082,2,Frango
3083,3,Peru
3084,4,Ganso
3085,2,Frango
3086,4,Ganso
3087,4,Ganso
